SpellId,Attributes
2128,0
2129,0
2130,0
2131,0
2132,262400
2133,262400
2134,262400
2135,262400
2136,65536
2137,65536
2138,65536
2139,0
2140,0
2141,262400
2142,262400
2143,262400
2146,738197760
2147,8388864
2148,8390912
2149,65568
2152,65568
2153,65568
2154,256
2155,262400
2156,65568
2157,65568
2158,65568
2159,65568
2160,65568
2161,65568
2162,65568
2163,65568
2164,65568
2165,65568
2166,65568
2167,65568
2168,65568
2169,65568
2171,262400
2172,262400
2173,262400
2174,262400
2175,262400
2176,262400
2177,262400
2178,262400
2179,262400
2180,262400
2181,262400
2186,64
2187,64
2188,64
2189,64
2190,64
2191,64
2192,64
2193,64
2194,64
2195,64
2196,64
2197,64
2198,64
2199,64
2200,64
2201,64
2202,64
2203,64
2204,64
2205,64
2206,64
2207,64
2208,64
2209,64
2210,64
2211,64
2212,64
2213,64
2214,64
2215,64
2216,64
2217,64
2218,64
2219,64
2220,64
2221,64
2222,64
2223,64
2224,64
2225,64
2226,64
2227,64
2228,64
2229,64
2230,64
2231,64
2232,64
2233,64
2234,64
2235,64
2236,64
2237,64
2238,64
2239,64
2240,64
2241,64
2242,64
2243,64
2244,64
2245,64
2246,64
2247,64
2248,64
2249,64
2250,64
2251,64
2252,64
2253,64
2254,64
2255,64
2256,64
2257,64
2258,64
2259,65552
2260,64
2261,64
2262,64
2263,64
2264,64
2265,64
2266,64
2267,64
2268,64
2269,64
2270,64
2271,64
2272,64
2273,64
2274,64
2275,262400
2276,64
2277,64
2278,64
2279,64
2280,256
2281,64
2282,64
2283,64
2284,64
2285,64
2286,64
2287,64
2288,64
2289,64
2290,64
2291,64
2292,64
2293,64
2294,64
2295,64
2296,64
2297,64
2298,64
2299,64
2300,64
2301,64
2302,64
2303,64
2304,64
2305,64
2306,64
2307,64
2308,64
2309,64
2310,64
2311,64
2312,64
2313,536871296
2314,64
2315,64
2316,64
2317,64
2318,64
2319,64
2320,64
2321,64
2322,64
2323,64
2324,64
2325,64
2326,64
2327,64
2328,64
2329,65568
2330,65568
2331,65568
2332,65568
2333,65568
2334,65568
2335,65568
2336,65568
2337,65568
2338,262400
2339,262400
2340,262400
2341,262400
2342,262400
2343,16
2344,16
2345,16
2346,16
2351,262144
2352,0
2353,262144
2354,262144
2355,262400
2356,262400
2357,262400
2358,262400
2359,262400
2360,262400
2361,16
2362,65536
2363,262400
2364,262400
2365,262400
2366,128
2367,671088640
2368,128
2369,128
2370,671088640
2371,128
2372,262400
2373,256
2374,671088640
2375,0
2376,671088640
2377,0
2378,671088640
2379,671088640
2380,671088640
2381,134217728
2382,192
2383,150995216
2385,65568
2386,65568
2387,65568
2389,65568
2392,65568
2393,65568
2394,65568
2395,65568
2396,65568
2397,65568
2399,65568
2400,8388608
2401,65568
2402,65568
2403,65568
2406,65568
2408,262400
2411,262400
2414,262400
2415,262400
2416,262400
2417,262400
2418,262400
2419,262400
2421,262400
2422,262400
2423,262400
2424,262400
2425,0
2426,1048656
2427,263184
2428,263184
2429,263184
2430,263184
2431,263184
2432,262400
2433,262400
2434,262400
2435,262400
2436,262400
2442,262400
2443,262400
2444,262400
2445,262400
2446,262400
2452,262400
2453,262400
2454,262400
2455,262400
2456,262400
2457,151322640
2458,151322640
2459,33816592
2460,33816592
2463,262160
2467,262400
2468,262400
2469,262400
2470,262400
2473,262400
2479,150995232
2480,4194322
2481,151257360
2484,65536
2495,328708
2496,262400
2497,263184
2498,263184
2499,263184
2500,263184
2501,263184
2502,263184
2503,263184
2504,263184
2505,263184
2506,263184
2507,262400
2508,262400
2509,262400
2510,262400
2511,262400
2512,262400
2513,262400
2514,262400
2515,262400
2516,262400
2537,327680
2538,65568
2539,65568
2540,65568
2541,65568
2542,65568
2543,65568
2544,65568
2545,65568
2546,65568
2547,65568
2548,65568
2549,65568
2550,65552
2551,262400
2552,256
2553,262400
2554,262400
2555,262400
2556,262400
2557,262400
2558,262400
2559,262400
2561,262400
2562,262400
2563,262400
2564,262160
2565,327696
2566,262160
2567,192
2568,262416
2569,262416
2570,262400
2575,65680
2576,65680
2577,128
2578,128
2579,128
2580,150995216
2581,262400
2582,256
2583,65536
2584,8388864
2585,464
2587,262400
2589,327696
2590,327696
2591,327696
2592,256
2593,256
2594,256
2595,256
2596,256
2597,671088640
2598,134217728
2599,671088640
2600,134217728
2601,0
2602,0
2603,262400
2604,262400
2605,0
2606,327680
2607,327680
2608,327680
2609,327680
2610,327680
2611,262400
2612,262400
2613,262400
2614,262400
2615,262400
2616,65536
2617,65536
2620,262400
2621,262400
2626,32768
2627,263184
2628,263184
2629,263184
2630,263184
2631,262400
2632,262400
2633,262400
2634,262400
2635,262352
2636,262400
2637,1074855936
2638,134217728
2639,402653440
2640,134217728
2641,65552
2642,134217728
2643,65538
2644,134217728
2645,98304
2646,134217728
2647,0
2649,65536
2650,0
2651,65536
2652,65536
2653,0
2654,0
2656,65552
2657,65584
2658,65584
2659,65584
2660,65584
2661,65584
2662,65584
2663,65584
2664,65584
2665,65584
2666,65584
2667,65584
2668,65584
2670,65584
2671,65584
2672,65584
2673,65584
2674,65584
2675,65584
2676,589840
2677,263188
2678,262400
2679,263188
2680,263188
2681,263188
2682,263188
2683,262400
2684,262400
2685,262400
2686,262400
2687,327696
2688,262400
2689,80
2690,262160
2691,0
2692,208
2693,262400
2694,262400
2695,262400
2696,262400
2697,263188
2698,262400
2699,263188
2700,263188
2701,263188
2702,263188
2703,262400
2704,262400
2705,262400
2706,262400
2707,263188
2708,262400
2709,263188
2710,263188
2711,263188
2712,263184
2713,262400
2714,262400
2715,262400
2716,262400
2717,263188
2718,262400
2719,263188
2720,263188
2721,263188
2722,263184
2723,262400
2724,262400
2725,262400
2726,262400
2727,263188
2728,263188
2729,263188
2730,263188
2731,263184
2732,262400
2733,262400
2734,262400
2735,262400
2736,262400
2737,65584
2738,65584
2739,65584
2740,65584
2741,65584
2742,65584
2743,262400
2744,262400
2745,262400
2746,262400
2747,262400
2749,262400
2750,262400
2751,262400
2752,262400
2753,262400
2754,262400
2755,262400
2756,262400
2757,262400
2758,262400
2759,262400
2760,262400
2761,262400
2762,262400
2763,0
2764,4259858
2765,0
2766,0
2767,327680
2768,0
2769,262400
2770,0
2771,0
2772,262400
2773,262400
2780,64
2781,262400
2782,65536
2783,327680
2786,262400
2788,262400
2791,65536
2793,262400
2795,65568
2796,262400
2797,0
2798,262400
2799,262400
2800,327680
2804,262400
2808,262144
2809,262144
2810,262400
2811,262400
2812,65536
2816,0
2817,256
2818,0
2819,0
2823,65552
2824,65552
2825,65552
2826,65552
2827,65552
2828,262144
2829,262144
2830,262144
2831,0
2832,0
2833,0
2834,8390912
2835,65568
2836,151322688
2837,65568
2838,32
2840,32
2841,32
2842,65552
2843,262400
2844,262400
2845,262400
2846,262400
2847,262400
2848,262416
2849,262160
2850,262416
2851,262400
2852,262144
2853,262400
2854,1073807360
2855,65536
2856,1073741840
2857,262400
2858,262400
2859,262400
2860,65536
2861,0
2862,262400
2863,262400
2864,0
2865,262400
2866,65536
2867,262144
2868,262400
2869,262400
2870,327680
2871,327680
2874,262400
2875,262400
2878,1073807360
2879,262400
2880,0
2881,65568
2882,262160
2883,262400
2884,262400
2886,262400
2887,65536
2888,65536
2889,262400
2890,262400
2893,67584
2894,65536
2895,65536
2897,262400
2898,262400
2899,262400
2908,65536
2910,262400
2912,65536
2914,262400
2916,262352
2917,262352
2919,262400
2920,262400
2922,1040
2923,262400
2924,1040
2925,1040
2927,262400
2928,262400
2929,262400
2937,1074855936
2939,262400
2941,65536
2942,262400
2943,262144
2944,65536
2945,262400
2946,262400
2947,65536
2948,65536
2949,262400
2950,262400
2951,0
2952,262400
2963,65568
2964,65568
2965,262400
2966,262400
2967,262400
2969,0
2970,65536
2971,256
2972,256
2973,328708
2974,327680
2975,262400
2976,262400
2977,262400
2978,262400
2979,262400
2980,262400
2981,262400
2982,262400
2983,65552
2984,262416
2995,256
2996,262400
3005,18
3006,262400
3007,18
3009,327696
3010,327696
3011,4259858
3013,18
3014,262400
3015,18
3016,262400
3017,0
3018,18
3019,262144
3023,0
3025,208
3026,8388608
3029,262160
3030,262400
3031,256
3032,34930704
3033,262400
3034,65538
3035,4259858
3036,4259858
3037,4259858
3038,4259858
3039,256
3040,256
3041,256
3042,256
3043,65538
3044,65538
3045,65536
3046,262400
3047,262400
3048,262400
3049,262400
3050,192
3052,262144
3053,262144
3054,262144
3055,262144
3061,262400
3062,256
3063,256
3064,256
3065,256
3066,256
3067,256
3068,256
3069,256
3070,256
3071,256
3072,256
3073,256
3074,256
3075,256
3077,256
3078,256
3079,256
3080,256
3081,256
3082,256
3083,256
3084,256
3085,256
3086,256
3087,256
3088,256
3089,256
3090,256
3091,256
3092,256
3093,256
3094,256
3095,256
3096,256
3097,256
3098,0
3099,256
3100,65552
3101,65552
3102,65552
3104,65552
3105,0
3106,262160
3107,0
3108,0
3109,0
3110,65536
3111,65536
3112,262144
3113,262144
3114,262144
3115,65584
3116,65584
3117,65584
3118,262400
3119,262400
3120,0
3121,0
3122,80
3124,80
3126,262400
3127,80
3128,262400
3129,262160
3130,263184
3131,262160
3132,262160
3133,65536
3134,256
3135,256
3136,262160
3137,384
3138,262400
3139,262400
3140,65536
3141,256
3142,262400
3143,262160
3145,263184
3146,262144
3147,263184
3148,263184
3149,262160
3150,1024
3151,263184
3157,671088640
3158,671088640
3159,671088640
3160,671088640
3161,671088640
3162,671088640
3163,671088640
3164,671088640
3165,671088640
3166,671088640
3167,671088640
3168,671088640
3169,671088640
3170,65568
3171,65568
3172,65568
3173,65568
3174,65568
3175,65568
3176,65568
3177,65568
3178,262400
3179,262400
3180,262400
3181,262400
3182,262400
3183,262400
3184,262400
3185,262400
3186,262400
3187,262400
3188,65568
3189,262400
3196,262400
3204,262160
3205,0
3206,0
3207,0
3210,256
3211,256
3212,256
3213,256
3214,256
3215,256
3216,256
3217,256
3218,256
3219,671088640
3220,671088640
3221,671088640
3222,671088640
3223,671088640
3229,0
3230,65568
3231,0
3232,262161
3233,0
3234,262160
3235,264256
3237,1024
3238,0
3240,134217984
3242,20
3243,0
3245,0
3246,0
3247,1040
3248,0
3252,1024
3256,0
3258,0
3260,0
3261,263168
3263,0
3264,0
3267,16
3268,16
3269,0
3271,67108864
3273,16
3274,16
3275,32
3276,32
3277,32
3278,32
3279,262400
3280,262400
3281,262400
3282,262400
3283,262400
3284,64
3286,256
3287,256
3288,262144
3292,65584
3293,65584
3294,65584
3295,65584
3296,65584
3297,65584
3298,262400
3299,262400
3300,262400
3301,262400
3302,262400
3303,262400
3304,65584
3307,65584
3308,65584
3313,262400
3314,262400
3315,262400
3316,262400
3317,262400
3319,65584
3320,65584
3321,65584
3322,262144
3323,65584
3324,65584
3325,65584
3326,65584
3328,65584
3329,256
3330,65584
3331,65584
3332,65536
3333,65584
3334,65584
3335,0
3336,65584
3337,65584
3338,64
3339,262144
3340,262400
3341,262400
3342,262400
3343,262400
3344,262400
3345,262400
3346,262400
3347,262400
3348,262400
3349,262400
3350,262400
3351,262400
3352,262400
3353,262400
3354,256
3355,1073741824
3356,0
3358,0
3359,262160
3360,0
3361,0
3362,33554432
3363,286359568
3364,256
3365,65936
3366,65792
3368,0
3369,0
3370,65568
3371,65568
3372,65568
3373,65568
3376,65568
3377,65568
3378,262400
3379,262400
3380,262400
3381,262400
3382,262400
3383,262400
3385,262160
3386,192
3387,0
3388,0
3389,262160
3390,256
3391,262160
3393,262160
3394,64
3396,0
3397,65568
3398,65568
3399,65568
3400,65568
3401,262400
3402,262400
3403,262400
3404,262400
3405,0
3407,65792
3408,65552
3409,0
3410,1073741824
3411,65552
3412,256
3413,65552
3416,262160
3417,262224
3418,64
3419,0
3420,65568
3421,65568
3422,262400
3423,262400
3424,262160
3427,263184
3428,8388864
3429,0
3433,262400
3434,262400
3435,262400
3436,264208
3439,67373072
3440,80
3442,1310720
3443,0
3446,20
3447,65568
3448,65568
3449,65568
3450,65568
